id_transaction,type_transaction,reference_transaction,cree_le,cree_par_id_utilisateur,statut,notes
BL/ME25/06329,DELIVERY,BL/ME25/06329,2025-05-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC019
BL/ME25/06735,DELIVERY,BL/ME25/06735,2025-05-24 00:00:00,U001,CONFIRMED,Outbound to customer id MCH900
BL/ME25/08591,DELIVERY,BL/ME25/08591,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/07781,DELIVERY,BL/ME25/07781,2025-07-02 00:00:00,U001,CONFIRMED,Outbound to customer id MCH821
BL/ME25/08766,DELIVERY,BL/ME25/08766,2025-07-02 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/06938,DELIVERY,BL/ME25/06938,2025-05-27 00:00:00,U001,CONFIRMED,Outbound to customer id MO055
BL/ME25/08578,DELIVERY,BL/ME25/08578,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/09323,DELIVERY,BL/ME25/09323,2025-07-15 00:00:00,U001,CONFIRMED,Outbound to customer id MCH495
BL/ME25/09337,DELIVERY,BL/ME25/09337,2025-07-15 00:00:00,U001,CONFIRMED,Outbound to customer id MCH783
BL/ME25/09339,DELIVERY,BL/ME25/09339,2025-07-15 00:00:00,U001,CONFIRMED,Outbound to customer id MK002
BL/ME25/09340,DELIVERY,BL/ME25/09340,2025-07-15 00:00:00,U001,CONFIRMED,Outbound to customer id MK002
BL/ME25/07828,DELIVERY,BL/ME25/07828,2025-06-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/05881,DELIVERY,BL/ME25/05881,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/06145,DELIVERY,BL/ME25/06145,2025-05-12 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/07313,DELIVERY,BL/ME25/07313,2025-06-03 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/07734,DELIVERY,BL/ME25/07734,2025-06-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO058
BL/ME25/07850,DELIVERY,BL/ME25/07850,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08627,DELIVERY,BL/ME25/08627,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/06231,DELIVERY,BL/ME25/06231,2025-05-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO056
BL/ME25/08754,DELIVERY,BL/ME25/08754,2025-07-02 00:00:00,U001,CONFIRMED,Outbound to customer id ME055
BL/ME25/08921,DELIVERY,BL/ME25/08921,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/06567,DELIVERY,BL/ME25/06567,2025-05-20 00:00:00,U001,CONFIRMED,Outbound to customer id MCH435
BL/ME25/08827,DELIVERY,BL/ME25/08827,2025-07-03 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08896,DELIVERY,BL/ME25/08896,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MK033
BL/ME25/08543,DELIVERY,BL/ME25/08543,2025-06-29 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/08448,DELIVERY,BL/ME25/08448,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/08484,DELIVERY,BL/ME25/08484,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MCH107
BL/ME25/05635,DELIVERY,BL/ME25/05635,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/09087,DELIVERY,BL/ME25/09087,2025-07-10 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/06764,DELIVERY,BL/ME25/06764,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id MO053
BL/ME25/08893,DELIVERY,BL/ME25/08893,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MO059
BL/ME25/08979,DELIVERY,BL/ME25/08979,2025-07-08 00:00:00,U001,CONFIRMED,Outbound to customer id MS002
BL/ME25/08889,DELIVERY,BL/ME25/08889,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/08909,DELIVERY,BL/ME25/08909,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC065
BL/ME25/08489,DELIVERY,BL/ME25/08489,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MO049
BL/ME25/08514,DELIVERY,BL/ME25/08514,2025-06-29 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/08501,DELIVERY,BL/ME25/08501,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MS035
BL/ME25/08984,DELIVERY,BL/ME25/08984,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/08931,DELIVERY,BL/ME25/08931,2025-07-08 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08991,DELIVERY,BL/ME25/08991,2025-07-08 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08995,DELIVERY,BL/ME25/08995,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/09019,DELIVERY,BL/ME25/09019,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/09024,DELIVERY,BL/ME25/09024,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/07338,DELIVERY,BL/ME25/07338,2025-06-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/08519,DELIVERY,BL/ME25/08519,2025-06-29 00:00:00,U001,CONFIRMED,Outbound to customer id MO055
BL/ME25/08713,DELIVERY,BL/ME25/08713,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08838,DELIVERY,BL/ME25/08838,2025-07-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC048
BL/ME25/08880,DELIVERY,BL/ME25/08880,2025-07-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/05475,DELIVERY,BL/ME25/05475,2025-04-29 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/05971,DELIVERY,BL/ME25/05971,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/06404,DELIVERY,BL/ME25/06404,2025-05-17 00:00:00,U001,CONFIRMED,Outbound to customer id MS091
BL/ME25/07533,DELIVERY,BL/ME25/07533,2025-06-10 00:00:00,U001,CONFIRMED,Outbound to customer id MO055
BL/ME25/07521,DELIVERY,BL/ME25/07521,2025-06-11 00:00:00,U001,CONFIRMED,Outbound to customer id MO069
BL/ME25/05751,DELIVERY,BL/ME25/05751,2025-05-05 00:00:00,U001,CONFIRMED,Outbound to customer id MS014
BL/ME25/05978,DELIVERY,BL/ME25/05978,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/09123,DELIVERY,BL/ME25/09123,2025-07-10 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/05319,DELIVERY,BL/ME25/05319,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/05784,DELIVERY,BL/ME25/05784,2025-05-05 00:00:00,U001,CONFIRMED,Outbound to customer id MS014
BL/ME25/07052,DELIVERY,BL/ME25/07052,2025-05-31 00:00:00,U001,CONFIRMED,Outbound to customer id MCH920
BL/ME25/07107,DELIVERY,BL/ME25/07107,2025-05-29 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/07793,DELIVERY,BL/ME25/07793,2025-06-15 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/07948,DELIVERY,BL/ME25/07948,2025-06-18 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/08067,DELIVERY,BL/ME25/08067,2025-06-21 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/08632,DELIVERY,BL/ME25/08632,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MS011
BL/ME25/06061,DELIVERY,BL/ME25/06061,2025-05-11 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/08712,DELIVERY,BL/ME25/08712,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/08625,DELIVERY,BL/ME25/08625,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MCH926
BL/ME25/07191,DELIVERY,BL/ME25/07191,2025-05-31 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/07172,DELIVERY,BL/ME25/07172,2025-06-01 00:00:00,U001,CONFIRMED,Outbound to customer id MO042
BL/ME25/06444,DELIVERY,BL/ME25/06444,2025-05-18 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/06744,DELIVERY,BL/ME25/06744,2025-05-24 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08098,DELIVERY,BL/ME25/08098,2025-06-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/05488,DELIVERY,BL/ME25/05488,2025-04-29 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/07786,DELIVERY,BL/ME25/07786,2025-06-21 00:00:00,U001,CONFIRMED,Outbound to customer id MCH850
BL/ME25/08092,DELIVERY,BL/ME25/08092,2025-06-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC019
BL/ME25/08097,DELIVERY,BL/ME25/08097,2025-06-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/08699,DELIVERY,BL/ME25/08699,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/05509,DELIVERY,BL/ME25/05509,2025-04-30 00:00:00,U001,CONFIRMED,Outbound to customer id M009
BL/ME25/08848,DELIVERY,BL/ME25/08848,2025-07-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/08883,DELIVERY,BL/ME25/08883,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MS027
BL/ME25/05877,DELIVERY,BL/ME25/05877,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/05969,DELIVERY,BL/ME25/05969,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id MO061
BL/ME25/05994,DELIVERY,BL/ME25/05994,2025-05-10 00:00:00,U001,CONFIRMED,Outbound to customer id MCH911
BL/ME25/05806,DELIVERY,BL/ME25/05806,2025-05-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/08667,DELIVERY,BL/ME25/08667,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id MK007
BL/ME25/08885,DELIVERY,BL/ME25/08885,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/08137,DELIVERY,BL/ME25/08137,2025-06-22 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08139,DELIVERY,BL/ME25/08139,2025-06-22 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08110,DELIVERY,BL/ME25/08110,2025-06-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/05905,DELIVERY,BL/ME25/05905,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/07668,DELIVERY,BL/ME25/07668,2025-06-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/07723,DELIVERY,BL/ME25/07723,2025-06-14 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/07656,DELIVERY,BL/ME25/07656,2025-06-12 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/06640,DELIVERY,BL/ME25/06640,2025-05-21 00:00:00,U001,CONFIRMED,Outbound to customer id MCH887
BL/ME25/06799,DELIVERY,BL/ME25/06799,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08607,DELIVERY,BL/ME25/08607,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/07193,DELIVERY,BL/ME25/07193,2025-06-01 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/08892,DELIVERY,BL/ME25/08892,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/07720,DELIVERY,BL/ME25/07720,2025-06-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/05258,DELIVERY,BL/ME25/05258,2025-04-24 00:00:00,U001,CONFIRMED,Outbound to customer id MCH850
BL/ME25/06279,DELIVERY,BL/ME25/06279,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08681,DELIVERY,BL/ME25/08681,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/08540,DELIVERY,BL/ME25/08540,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/09128,DELIVERY,BL/ME25/09128,2025-07-10 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/09188,DELIVERY,BL/ME25/09188,2025-07-13 00:00:00,U001,CONFIRMED,Outbound to customer id MCH753
BL/ME25/07164,DELIVERY,BL/ME25/07164,2025-05-31 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/07198,DELIVERY,BL/ME25/07198,2025-06-02 00:00:00,U001,CONFIRMED,Outbound to customer id MC065
BL/ME25/07761,DELIVERY,BL/ME25/07761,2025-06-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC015
BL/ME25/06913,DELIVERY,BL/ME25/06913,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MCH830
BL/ME25/07840,DELIVERY,BL/ME25/07840,2025-06-16 00:00:00,U001,CONFIRMED,Outbound to customer id MCH685
BL/ME25/07190,DELIVERY,BL/ME25/07190,2025-05-31 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08499,DELIVERY,BL/ME25/08499,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MS028
BL/ME25/07428,DELIVERY,BL/ME25/07428,2025-06-04 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/08430,DELIVERY,BL/ME25/08430,2025-06-26 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/08483,DELIVERY,BL/ME25/08483,2025-06-28 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/07910,DELIVERY,BL/ME25/07910,2025-06-17 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/05991,DELIVERY,BL/ME25/05991,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08634,DELIVERY,BL/ME25/08634,2025-06-30 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/08276,DELIVERY,BL/ME25/08276,2025-06-24 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/06887,DELIVERY,BL/ME25/06887,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MS035
BL/ME25/09068,DELIVERY,BL/ME25/09068,2025-07-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/09255,DELIVERY,BL/ME25/09255,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id MCH107
BL/ME25/09267,DELIVERY,BL/ME25/09267,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC015
BL/ME25/09269,DELIVERY,BL/ME25/09269,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id MCH238
BL/ME25/09272,DELIVERY,BL/ME25/09272,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/09031,DELIVERY,BL/ME25/09031,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08989,DELIVERY,BL/ME25/08989,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id MCH107
BL/ME25/08668,DELIVERY,BL/ME25/08668,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/08716,DELIVERY,BL/ME25/08716,2025-07-01 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08899,DELIVERY,BL/ME25/08899,2025-07-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME004
BL/ME25/09035,DELIVERY,BL/ME25/09035,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/09040,DELIVERY,BL/ME25/09040,2025-07-09 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/08207,DELIVERY,BL/ME25/08207,2025-06-24 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08255,DELIVERY,BL/ME25/08255,2025-06-24 00:00:00,U001,CONFIRMED,Outbound to customer id MCH887
BL/ME25/08525,DELIVERY,BL/ME25/08525,2025-06-29 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/09273,DELIVERY,BL/ME25/09273,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC067
BL/ME25/09274,DELIVERY,BL/ME25/09274,2025-07-14 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/08849,DELIVERY,BL/ME25/08849,2025-07-03 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/09124,DELIVERY,BL/ME25/09124,2025-07-10 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/09182,DELIVERY,BL/ME25/09182,2025-07-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/06102,DELIVERY,BL/ME25/06102,2025-05-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/06117,DELIVERY,BL/ME25/06117,2025-05-12 00:00:00,U001,CONFIRMED,Outbound to customer id MCH853
BL/ME25/06182,DELIVERY,BL/ME25/06182,2025-05-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/05335,DELIVERY,BL/ME25/05335,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/05850,DELIVERY,BL/ME25/05850,2025-05-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH685
BL/ME25/05885,DELIVERY,BL/ME25/05885,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MO002
BL/ME25/05571,DELIVERY,BL/ME25/05571,2025-04-30 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/05823,DELIVERY,BL/ME25/05823,2025-05-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/05626,DELIVERY,BL/ME25/05626,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/05759,DELIVERY,BL/ME25/05759,2025-05-06 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/06194,DELIVERY,BL/ME25/06194,2025-05-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC047
BL/ME25/06264,DELIVERY,BL/ME25/06264,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/05439,DELIVERY,BL/ME25/05439,2025-04-28 00:00:00,U001,CONFIRMED,Outbound to customer id ME032
BL/ME25/05638,DELIVERY,BL/ME25/05638,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/05662,DELIVERY,BL/ME25/05662,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/05901,DELIVERY,BL/ME25/05901,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/06441,DELIVERY,BL/ME25/06441,2025-05-18 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/06741,DELIVERY,BL/ME25/06741,2025-05-24 00:00:00,U001,CONFIRMED,Outbound to customer id MO069
BL/ME25/06836,DELIVERY,BL/ME25/06836,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/05523,DELIVERY,BL/ME25/05523,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MC080
BL/ME25/05884,DELIVERY,BL/ME25/05884,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MCH907
BL/ME25/06039,DELIVERY,BL/ME25/06039,2025-05-11 00:00:00,U001,CONFIRMED,Outbound to customer id MO053
BL/ME25/05972,DELIVERY,BL/ME25/05972,2025-05-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC135
BL/ME25/06274,DELIVERY,BL/ME25/06274,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC029
BL/ME25/06275,DELIVERY,BL/ME25/06275,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MK015
BL/ME25/06193,DELIVERY,BL/ME25/06193,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MCH695
BL/ME25/06331,DELIVERY,BL/ME25/06331,2025-05-15 00:00:00,U001,CONFIRMED,Outbound to customer id MCH753
BL/ME25/05322,DELIVERY,BL/ME25/05322,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id MC102
BL/ME25/05484,DELIVERY,BL/ME25/05484,2025-04-29 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/05663,DELIVERY,BL/ME25/05663,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MCH908
BL/ME25/06277,DELIVERY,BL/ME25/06277,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MK025
BL/ME25/05739,DELIVERY,BL/ME25/05739,2025-05-05 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/05756,DELIVERY,BL/ME25/05756,2025-05-05 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/06754,DELIVERY,BL/ME25/06754,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/06756,DELIVERY,BL/ME25/06756,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC005
BL/ME25/06759,DELIVERY,BL/ME25/06759,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/05320,DELIVERY,BL/ME25/05320,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id MC029
BL/ME25/05405,DELIVERY,BL/ME25/05405,2025-04-28 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/06334,DELIVERY,BL/ME25/06334,2025-05-15 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/06350,DELIVERY,BL/ME25/06350,2025-05-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/06330,DELIVERY,BL/ME25/06330,2025-05-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/06399,DELIVERY,BL/ME25/06399,2025-05-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/05633,DELIVERY,BL/ME25/05633,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/06234,DELIVERY,BL/ME25/06234,2025-05-13 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/06265,DELIVERY,BL/ME25/06265,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MK002
BL/ME25/06503,DELIVERY,BL/ME25/06503,2025-05-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/06186,DELIVERY,BL/ME25/06186,2025-05-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/06397,DELIVERY,BL/ME25/06397,2025-05-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/05331,DELIVERY,BL/ME25/05331,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id MC015
BL/ME25/05550,DELIVERY,BL/ME25/05550,2025-04-30 00:00:00,U001,CONFIRMED,Outbound to customer id MCH800
BL/ME25/06439,DELIVERY,BL/ME25/06439,2025-05-18 00:00:00,U001,CONFIRMED,Outbound to customer id MS088
BL/ME25/06777,DELIVERY,BL/ME25/06777,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/06805,DELIVERY,BL/ME25/06805,2025-05-25 00:00:00,U001,CONFIRMED,Outbound to customer id ME013
BL/ME25/06841,DELIVERY,BL/ME25/06841,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MC004
BL/ME25/05304,DELIVERY,BL/ME25/05304,2025-04-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK007
BL/ME25/05912,DELIVERY,BL/ME25/05912,2025-05-07 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/06086,DELIVERY,BL/ME25/06086,2025-05-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK029
BL/ME25/05341,DELIVERY,BL/ME25/05341,2025-04-27 00:00:00,U001,CONFIRMED,Outbound to customer id MO011
BL/ME25/05647,DELIVERY,BL/ME25/05647,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id ME019
BL/ME25/06564,DELIVERY,BL/ME25/06564,2025-05-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/05541,DELIVERY,BL/ME25/05541,2025-04-30 00:00:00,U001,CONFIRMED,Outbound to customer id MC019
BL/ME25/05805,DELIVERY,BL/ME25/05805,2025-05-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC029
BL/ME25/05675,DELIVERY,BL/ME25/05675,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MS004
BL/ME25/06112,DELIVERY,BL/ME25/06112,2025-05-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/05639,DELIVERY,BL/ME25/05639,2025-05-03 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/05595,DELIVERY,BL/ME25/05595,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MC080
BL/ME25/05655,DELIVERY,BL/ME25/05655,2025-05-04 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/06859,DELIVERY,BL/ME25/06859,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MS035
BL/ME25/05400,DELIVERY,BL/ME25/05400,2025-04-28 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/06022,DELIVERY,BL/ME25/06022,2025-05-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/06027,DELIVERY,BL/ME25/06027,2025-05-11 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/06434,DELIVERY,BL/ME25/06434,2025-05-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/06867,DELIVERY,BL/ME25/06867,2025-05-26 00:00:00,U001,CONFIRMED,Outbound to customer id MC096
BL/ME25/06917,DELIVERY,BL/ME25/06917,2025-05-27 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/06941,DELIVERY,BL/ME25/06941,2025-05-27 00:00:00,U001,CONFIRMED,Outbound to customer id MS036
BL/ME25/05307,DELIVERY,BL/ME25/05307,2025-04-26 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/06588,DELIVERY,BL/ME25/06588,2025-05-20 00:00:00,U001,CONFIRMED,Outbound to customer id MO022
BL/ME25/05492,DELIVERY,BL/ME25/05492,2025-04-29 00:00:00,U001,CONFIRMED,Outbound to customer id MS039
BL/ME25/06436,DELIVERY,BL/ME25/06436,2025-05-18 00:00:00,U001,CONFIRMED,Outbound to customer id MCH826
BL/ME25/06502,DELIVERY,BL/ME25/06502,2025-05-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC033
BL/ME25/06230,DELIVERY,BL/ME25/06230,2025-05-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO005
